event_date,event_timestamp,event_name,event_params.key,event_params.value.string_value,event_params.value.int_value,event_params.value.float_value,event_params.value.double_value,event_previous_timestamp,event_value_in_usd,event_bundle_sequence_id,event_server_timestamp_offset,user_id,user_pseudo_id,privacy_info.analytics_storage,privacy_info.ads_storage,privacy_info.uses_transient_token,user_properties.key,user_properties.value.string_value,user_properties.value.int_value,user_properties.value.float_value,user_properties.value.double_value,user_properties.value.set_timestamp_micros,user_first_touch_timestamp,user_ltv.revenue,user_ltv.currency,device.category,device.mobile_brand_name,device.mobile_model_name,device.mobile_marketing_name,device.mobile_os_hardware_model,device.operating_system,device.operating_system_version,device.vendor_id,device.advertising_id,device.language,device.is_limited_ad_tracking,device.time_zone_offset_seconds,device.web_info.browser,device.web_info.browser_version,geo.continent,geo.sub_continent,geo.country,geo.region,geo.city,geo.metro,app_info.id,app_info.version,app_info.install_store,app_info.firebase_app_id,app_info.install_source,traffic_source.medium,traffic_source.name,traffic_source.source,stream_id,platform,event_dimensions.hostname,ecommerce.total_item_quantity,ecommerce.purchase_revenue_in_usd,ecommerce.purchase_revenue,ecommerce.refund_value_in_usd,ecommerce.refund_value,ecommerce.shipping_value_in_usd,ecommerce.shipping_value,ecommerce.tax_value_in_usd,ecommerce.tax_value,ecommerce.unique_items,ecommerce.transaction_id,items.item_id,items.item_name,items.item_brand,items.item_variant,items.item_category,items.item_category2,items.item_category3,items.item_category4,items.item_category5,items.price_in_usd,items.price,items.quantity,items.item_revenue_in_usd,items.item_revenue,items.item_refund_in_usd,items.item_refund,items.coupon,items.affiliation,items.location_id,items.item_list_id,items.item_list_name,items.item_list_index,items.promotion_id,items.promotion_name,items.creative_name,items.creative_slot,date
20210117.0,2021-01-17 16:13:20,scroll,ga_session_number,,3.0,,,,,-2892981018.0,,,61031472.87103895,,,No,,,,,,,1610870000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Windows,Windows 7,,,,No,,Chrome,87.0,Asia,Western Asia,Qatar,Doha,Doha,(not set),,,,,,(none),(direct),(direct),2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17
20210117.0,2021-01-17 07:53:20,first_visit,page_location,https://shop.googlemerchandisestore.com/,,,,,,7788820090.0,,,61031472.87103895,,,No,,,,,,,1610870000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Windows,Windows 7,,,,No,,Chrome,87.0,Asia,Western Asia,Qatar,Doha,Doha,(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17
20210117.0,2021-01-17 07:53:20,scroll,page_location,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery,,,,,,8772829560.0,,,61031472.87103895,,,No,,,,,,,1610870000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Windows,Windows 7,,,,No,,Chrome,87.0,Asia,Western Asia,Qatar,Doha,Doha,(not set),,,,,,(data deleted),(data deleted),(data deleted),2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17
20210117.0,2021-01-17 16:13:20,view_promotion,debug_mode,,1.0,,,,,6686383341.0,,,61031472.87103895,,,No,,,,,,,1610870000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Windows,Windows 7,,,,No,,Chrome,87.0,Asia,Western Asia,Qatar,Doha,Doha,(not set),,,,,,(none),(direct),(direct),2100450278.0,WEB,,,,,,,,,,,1.0,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),,,,,,,,(not set),(not set),(not set),(not set),(not set),Slide 1,(not set),Reach New Heights,Front Page Carousel,(not set),2021-01-17
20210117.0,2021-01-17 19:00:00,first_visit,engaged_session_event,,1.0,,,,,8371356105.0,,,73168181.25516365,,,No,,,,,,,1610910000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Macintosh,Macintosh Intel 10.15,,,en-us,No,,Safari,14.0,Asia,Western Asia,Qatar,Doha,Doha,(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17
20210117.0,2021-01-17 19:00:00,session_start,ga_session_number,,1.0,,,,,8371356105.0,,,73168181.25516365,,,No,,,,,,,1610910000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Macintosh,Macintosh Intel 10.15,,,en-us,No,,Safari,14.0,Asia,Western Asia,Qatar,Doha,Doha,(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17
20210112.0,2021-01-12 22:20:00,page_view,engaged_session_event,,1.0,,,,,-3249182755.0,,,78087117.25633363,,,No,,,,,,,1610490000000000.0,0.0,USD,mobile,<Other>,<Other>,<Other>,,Android,<Other>,,,,No,,Chrome,<Other>,Asia,Western Asia,Qatar,Doha,Doha,(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12
20210112.0,2021-01-12 22:20:00,scroll,page_location,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,,,,,,8291792353.0,,,78087117.25633363,,,No,,,,,,,1610490000000000.0,0.0,USD,mobile,<Other>,<Other>,<Other>,,Android,<Other>,,,,No,,Chrome,<Other>,Asia,Western Asia,Qatar,Doha,Doha,(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12
20210126.0,2021-01-26 22:26:40,page_view,ga_session_id,,7808177356.0,,,,,9448114128.0,,,1009676.4905193952,,,No,,,,,,,1609980000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Web,<Other>,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),shop.googlemerchandisestore.com,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-26
20210126.0,2021-01-26 22:26:40,user_engagement,engagement_time_msec,,1622.0,,,,,1548952687.0,,,1009676.4905193952,,,No,,,,,,,1609980000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Web,<Other>,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),shop.googlemerchandisestore.com,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-26
20210127.0,2021-01-27 01:13:20,view_promotion,session_engaged,1,,,,,,3263207752.0,,,1009676.4905193952,,,No,,,,,,,1609980000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Web,<Other>,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),<Other>,2100450278.0,WEB,,,,,,,,,,,,(not set),,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-27
20210107.0,2021-01-07 20:06:40,scroll,engaged_session_event,,1.0,,,,,-3141672357.0,,,1172211.4577928963,,,No,,,,,,,1610050000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Windows,Windows 10,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-07
20210112.0,2021-01-12 08:26:40,scroll,debug_mode,,1.0,,,,,-8586581006.0,,,1235093.1800599373,,,No,,,,,,,1610440000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Web,<Other>,,,en-us,No,,Chrome,<Other>,Americas,Northern America,United States,Iowa,Cedar Rapids,(not set),,,,,,<Other>,<Other>,<Other>,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12
20210115.0,2021-01-15 08:40:00,scroll,engagement_time_msec,,23930.0,,,,,-429085143.0,,,1580194.1306638243,,,No,,,,,,,1610700000000000.0,0.0,USD,mobile,Xiaomi,<Other>,<Other>,,Android,<Other>,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-15
20210102.0,2021-01-02 20:40:00,session_start,page_referrer,,,,,,,-4446408852.0,,,1621047.1809785713,,,No,,,,,,,1609620000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Windows,Windows 10,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,(none),(direct),(direct),2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-02
20210113.0,2021-01-13 09:26:40,user_engagement,page_referrer,,,,,,,7862834581.0,,,1708340.3854978103,,,No,,,,,,,1610530000000000.0,0.0,USD,mobile,Samsung,<Other>,<Other>,,Android,Android 10,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),shop.googlemerchandisestore.com,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-13
20210113.0,2021-01-13 09:26:40,scroll,percent_scrolled,,90.0,,,,,-7288217621.0,,,1708340.3854978103,,,No,,,,,,,1610530000000000.0,0.0,USD,mobile,Samsung,<Other>,<Other>,,Android,Android 10,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-13
20210122.0,2021-01-22 10:06:40,page_view,gclsrc,,,,,,,1941546005.0,,,1865955.6072229585,,,No,,,,,,,1611310000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,Intel 10.15,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,(none),(direct),(direct),2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-22
20210122.0,2021-01-22 10:06:40,page_view,debug_mode,,1.0,,,,,-2956879375.0,,,1865955.6072229585,,,No,,,,,,,1611310000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,Intel 10.15,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,(none),(direct),(direct),2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-22
20210122.0,2021-01-22 10:06:40,view_item,page_location,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,,,,,,3197187060.0,,,1865955.6072229585,,,No,,,,,,,1611310000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,Intel 10.15,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,(none),(direct),(direct),2100450278.0,WEB,,,,,,,,,,,12.0,(not set),GGOEGXXX1038,Google F/C Long Sleeve Tee Charcoal,(not set),(not set),Men's T-Shirts/,(not set),(not set),(not set),(not set),,30.0,,,,,,(not set),(not set),(not set),(not set),(not set),2,(not set),(not set),(not set),(not set),2021-01-22
20210102.0,2021-01-02 06:46:40,session_start,engaged_session_event,,1.0,,,,,-7745393035.0,,,1989653.0310679977,,,No,,,,,,,1609570000000000.0,0.0,USD,mobile,<Other>,<Other>,<Other>,,Web,10,,,,No,,Chrome,86.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-02
20210112.0,2021-01-12 11:13:20,page_view,page_location,https://shop.googlemerchandisestore.com/,,,,,,5033289653.0,,,2093349.3276106748,,,No,,,,,,,1610370000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Web,10,,,en-us,No,,Chrome,86.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),shop.googlemerchandisestore.com,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12
20210126.0,2021-01-26 11:20:00,page_view,engagement_time_msec,,6.0,,,,,2243610303.0,,,2126401.40854538,,,No,,,,,,,1603090000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,Intel 10.15,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,referral,(referral),<Other>,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-26
20210128.0,2021-01-28 13:20:00,scroll,percent_scrolled,,90.0,,,,,6307239440.0,,,2126401.40854538,,,No,,,,,,,1603090000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,Intel 10.15,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-28
20210106.0,2021-01-06 08:00:00,view_promotion,page_location,https://shop.googlemerchandisestore.com/store.html,,,,,,-9056962888.0,,,2219098.917883113,,,No,,,,,,,1609920000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Web,10,,,,No,,Chrome,86.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),shop.googlemerchandisestore.com,2100450278.0,WEB,,,,,,,,,,,1.0,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),,,,,,,,(not set),(not set),(not set),(not set),(not set),Slide 1,(not set),Reach New Heights,Front Page Carousel,(not set),2021-01-06
20210127.0,2021-01-27 09:33:20,scroll,campaign,(organic),,,,,,8949707093.0,,,2230905.704619893,,,No,,,,,,,1611740000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Web,10,,,en-us,No,,Chrome,86.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,(none),(direct),(direct),2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-27
20210122.0,2021-01-22 21:13:20,session_start,ga_session_id,,5474366524.0,,,,,-3633593671.0,,,2325507.2899863417,,,No,,,,,,,1611350000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,<Other>,,,en-us,No,,Chrome,<Other>,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-22
20210122.0,2021-01-22 21:13:20,user_engagement,session_engaged,1,,,,,,5415803729.0,,,2325507.2899863417,,,No,,,,,,,1611350000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,<Other>,,,en-us,No,,Chrome,<Other>,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-22
20210114.0,2021-01-14 07:40:00,user_engagement,campaign,(organic),,,,,,8188584095.0,,,2351306.6209109626,,,No,,,,,,,1610610000000000.0,0.0,USD,mobile,Apple,iPhone,<Other>,,Web,<Other>,,,,No,,Safari,13.1,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-14
20210114.0,2021-01-14 07:40:00,scroll,engagement_time_msec,,761.0,,,,,-6635522960.0,,,2351306.6209109626,,,No,,,,,,,1610610000000000.0,0.0,USD,mobile,Apple,iPhone,<Other>,,Web,<Other>,,,,No,,Safari,13.1,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-14
20210118.0,2021-01-18 14:26:40,session_start,ga_session_number,,1.0,,,,,5870747255.0,,,2384954.218745844,,,No,,,,,,,1610980000000000.0,0.0,USD,desktop,Microsoft,Edge,<Other>,,Windows,Windows 10,,,en-us,No,,Edge,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,<Other>,<Other>,<Other>,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18
20210105.0,2021-01-05 20:53:20,select_promotion,engagement_time_msec,,2.0,,,,,-5114053075.0,,,2510026.3452111385,,,No,,,,,,,1609880000000000.0,0.0,USD,mobile,Samsung,<Other>,<Other>,,Web,<Other>,,,en-us,No,,<Other>,<Other>,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,referral,(referral),shop.googlemerchandisestore.com,2100450278.0,WEB,,,,,,,,,,,1.0,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),,,,,,,,(not set),(not set),(not set),(not set),(not set),Slide 4,(not set),Google Mural Collection,Front Page Carousel,(not set),2021-01-05
20210106.0,2021-01-06 10:46:40,first_visit,engaged_session_event,,1.0,,,,,6782987357.0,,,2589768.439253248,,,No,,,,,,,1609930000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,Web,10,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,Cedar Rapids,(not set),,,,,,<Other>,<Other>,<Other>,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-06
20210112.0,2021-01-12 05:40:00,view_item,engagement_time_msec,,392.0,,,,,-4974109382.0,,,2889241.8381784135,,,No,,,,,,,1610430000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,Intel 10.15,,,en-us,No,,Chrome,86.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),<Other>,2100450278.0,WEB,,,,,,,,,,,,(not set),,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12
20210112.0,2021-01-12 05:40:00,first_visit,ga_session_number,,1.0,,,,,3875282035.0,,,2889241.8381784135,,,No,,,,,,,1610430000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,Intel 10.15,,,en-us,No,,Chrome,86.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),<Other>,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12
20210112.0,2021-01-12 05:40:00,view_item,page_title,Google Campus Bike Carry Pouch,,,,,,-9435026179.0,,,2889241.8381784135,,,No,,,,,,,1610430000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,Intel 10.15,,,en-us,No,,Chrome,86.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),<Other>,2100450278.0,WEB,,,,,,,,,,,,(not set),,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12
20210112.0,2021-01-12 05:40:00,page_view,session_engaged,1,,,,,,3306541317.0,,,2889241.8381784135,,,No,,,,,,,1610430000000000.0,0.0,USD,desktop,Apple,Safari,<Other>,,Web,Intel 10.15,,,en-us,No,,Chrome,86.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),<Other>,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12
20210125.0,2021-01-25 18:40:00,view_promotion,page_title,Home,,,,,,-3952606910.0,,,3531543.0617254823,,,No,,,,,,,1611600000000000.0,0.0,USD,mobile,Apple,iPhone,<Other>,,iOS,iOS 14.3,,,en-us,No,,Safari,14.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,organic,(organic),google,2100450278.0,WEB,,,,,,,,,,,1.0,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),,,,,,,,(not set),(not set),(not set),(not set),(not set),Slide 1,(not set),Reach New Heights,Front Page Carousel,(not set),2021-01-25
20210118.0,2021-01-18 11:40:00,view_promotion,engagement_time_msec,,196.0,,,,,-38960471.0,,,4011791.226912193,,,No,,,,,,,1610960000000000.0,0.0,USD,desktop,<Other>,<Other>,<Other>,,Windows,Windows 10,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,Des Moines,(not set),,,,,,referral,(referral),<Other>,2100450278.0,WEB,,,,,,,,,,,1.0,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),,,,,,,,(not set),(not set),(not set),(not set),(not set),Slide 1,(not set),Reach New Heights,Front Page Carousel,(not set),2021-01-18
20210103.0,2021-01-03 10:33:20,page_view,page_location,https://shop.googlemerchandisestore.com/,,,,,,-6268452253.0,,,4239675.22067982,,,No,,,,,,,1609670000000000.0,0.0,USD,desktop,Google,Chrome,<Other>,,<Other>,<Other>,,,en-us,No,,Chrome,87.0,Americas,Northern America,United States,Iowa,(not set),(not set),,,,,,referral,(referral),<Other>,2100450278.0,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-03
